"actor1geo_countrycode","actor2geo_countrycode","cnt"
"ZI","ET","1116"
"JA","AU","1115"
"IN","DA","1114"
"UV","NI","1114"
"MA","SF","1113"
"RI","AU","1113"
"FR","MK","1113"
"KN","MG","1113"
"EI","SZ","1113"
"TX","AM","1112"
"CT","CM","1112"
"WE","RS","1112"
"CQ","AS","1111"
"RI","RO","1111"
"SG","PU","1109"
"TU","MX","1109"
"AE","MO","1109"
"CH","OD","1108"
"AS","NH","1108"
"EC","RS","1108"
"RW","ZI","1107"
"HR","IR","1106"
"GR","MT","1106"
"GM","MT","1106"
"UZ","JA","1106"
"PA","UY","1106"
"UK","MV","1105"
"SY","HU","1105"
"FI","CA","1104"
"IN","NO","1104"
"AU","JA","1103"
"BG","SZ","1102"
"PK","VM","1102"
"GM","KU","1102"
"FI","IR","1102"
"AJ","LG","1101"
"MT","GR","1101"
"MG","KN","1101"
"QA","SZ","1101"
"AL","AU","1101"
"ZI","RS","1100"
"US","TT","1100"
"AS","PL","1100"
"SW","GR","1100"
"EG","BR","1099"
"UY","PA","1099"
"NO","SU","1098"
"LE","AG","1098"
"BB","JM","1098"
"LE","PK","1098"
"AS","CQ","1097"
"CG","BE","1097"
"PK","SO","1097"
"MX","BL","1096"
"CI","RS","1096"
"AM","TX","1096"
"MX","EG","1096"
"SP","SF","1096"
"JM","BB","1095"
"UK","BB","1094"
"PO","PL","1093"
"NZ","PP","1093"
"GM","MO","1093"
"EG","MX","1093"
"AU","DA","1093"
"MX","TU","1092"
"EZ","SW","1092"
"BO","VE","1092"
"IZ","KN","1091"
"MV","UK","1091"
"LE","GR","1091"
"FR","ZI","1091"
"IZ","NZ","1090"
"CA","AU","1090"
"DJ","IS","1089"
"NO","IN","1089"
"NO","IZ","1089"
"CO","RS","1088"
"BR","SY","1088"
"RS","ZI","1088"
"SI","AU","1087"
"DA","IN","1087"
"","KT","1087"
"RS","WE","1086"
"NO","EG","1085"
"SW","KN","1085"
"SP","HU","1085"
"JE","UK","1084"
"LT","BC","1084"
"MC","PO","1084"
"IT","CE","1083"
"NL","PK","1083"
"FI","AU","1083"
"TS","RS","1083"
"BG","IS","1080"
"NZ","CI","1080"
"PO","MC","1079"
"HO","CU","1078"
"CA","BF","1078"
"CB","IN","1076"
"VM","DA","1076"
"PL","AS","1076"
"TH","HK","1075"
"IN","CB","1075"
"CA","ET","1075"
"US","CQ","1075"
"AG","SF","1075"
"KU","GM","1074"
"KU","IT","1073"
"SF","PO","1072"
"CQ","US","1071"
"IT","MK","1070"
"MA","FR","1069"
"CH","UY","1069"
"AO","TZ","1069"
"BF","CA","1069"
"PK","NO","1067"
"ER","KE","1067"
"TS","YM","1067"
"MO","GM","1067"
"PU","SG","1067"
"ER","IS","1064"
"IN","PO","1064"
"VE","CA","1064"
"GR","SW","1064"
"AJ","SA","1064"
"FR","NC","1063"
"TO","FR","1062"
"GM","GG","1062"
"ML","CD","1060"
"MX","SF","1059"
"AG","WI","1059"
"EG","NL","1059"
"TW","BX","1059"
"FG","","1058"
"GR","LE","1058"
"IS","CO","1058"
"TD","GY","1057"
"AS","CU","1057"
"IT","ID","1056"
"PO","SF","1055"
"MG","VM","1055"
"VM","MG","1054"
"FI","BE","1054"
"PU","PO","1054"
"EZ","HR","1054"
"AS","GA","1053"
"BK","UK","1052"
"TO","BN","1052"
"EC","SP","1052"
"PP","US","1051"
"HK","TH","1051"
"CA","HU","1051"
"SY","VE","1051"
"MK","CH","1051"
"MK","FR","1051"
"GY","TD","1051"
"NP","MY","1050"
"VM","HK","1050"
"PO","PU","1050"
"AU","FI","1049"
"PL","PO","1049"
"GA","AS","1049"
"BL","CH","1048"
"ML","GV","1048"
"LE","BE","1048"
"GV","CH","1048"
"RO","IR","1048"
"BN","TO","1047"
"SN","IR","1046"
"AF","LE","1045"
"BP","PP","1045"
"FJ","WS","1045"
"CD","ML","1044"
"CH","GV","1043"
"SZ","ID","1043"
"IZ","AJ","1042"
"LH","SW","1041"
"FJ","TN","1041"
"AJ","IZ","1041"
"SW","AM","1041"
"ER","LY","1040"
"SF","MX","1040"
"GR","EN","1040"
"EZ","BO","1039"
"RS","TS","1039"
"MY","NP","1039"
"FR","LH","1039"
"CE","IT","1039"
"LU","RS","1038"
"KG","JA","1038"
"IR","FI","1037"
"BR","EG","1037"
"NL","VM","1037"
"VM","NL","1035"
"RO","MK","1035"
"IS","DJ","1035"
"KS","QA","1035"
"LH","FR","1035"
"SF","BE","1035"
"UG","IR","1034"
"PP","NZ","1034"
"EN","GR","1034"
"EI","SW","1034"
"MK","HU","1033"
"ZI","FR","1033"
"CE","NZ","1033"
"AM","SW","1032"
"IC","SW","1032"
"TN","FJ","1032"
"PK","SP","1032"
"BE","FI","1031"
"BE","SF","1031"
"SF","TH","1031"
"ML","GM","1031"
"EZ","CU","1030"
"PL","SZ","1030"
"HK","VM","1030"
"VE","BO","1030"
"AJ","JA","1029"
"HK","RS","1029"
"SU","AG","1029"
"SO","PK","1028"
"CU","BF","1028"
"HU","SP","1028"
"LE","AF","1028"
"NZ","BX","1027"
"LG","FI","1027"
"SW","IC","1027"
"AG","CA","1027"
"TP","AO","1026"
"BR","AE","1026"
"SY","GH","1026"
"NZ","CE","1025"
"CI","VM","1024"
"SY","NI","1023"
"AO","TP","1023"
"MK","RO","1023"
"NI","SO","1023"
"NO","ID","1023"
"SP","PK","1022"
"ET","RS","1022"
"WS","FJ","1022"
"FR","TI","1022"
"VM","SW","1021"
"EC","MX","1021"
"IT","SI","1021"
"BF","CU","1021"
"BO","UK","1020"
"TU","GH","1019"
"HR","EZ","1018"
"CH","MK","1018"
"DA","AU","1018"
"VM","BE","1018"
"KE","AE","1017"
"CA","EZ","1017"
"FR","MN","1017"
"UK","BF","1016"
"TO","IV","1016"
"IN","LY","1016"
"UK","UZ","1016"
"PO","TU","1015"
"LY","AU","1015"
"BU","AF","1014"
"SI","IT","1014"
"PP","BP","1013"
"IR","UG","1013"
"AO","KE","1013"
"GM","UG","1013"
"AF","SU","1013"
"EG","ZI","1012"
"SZ","PL","1011"
"HO","CO","1010"
"CO","HO","1010"
"NI","SY","1010"
"NO","EI","1010"
"KE","AO","1009"
"TH","SF","1009"
"BU","MD","1009"
"SP","UP","1008"
"SW","EI","1008"
"CH","SG","1008"
"SZ","TH","1007"
"SO","BY","1007"
"SG","IR","1007"
"IV","TO","1006"
"EZ","CA","1005"
"FR","BK","1005"
"US","MV","1005"
"PL","PK","1005"
"ID","IT","1004"
"IT","LO","1004"
"IT","MY","1004"
"RS","SO","1004"
"MX","EC","1004"
"US","PP","1004"
"MV","US","1003"
"NL","KE","1002"
"CI","GM","1002"
"RS","BL","1002"
"GT","CU","1002"
"CH","IC","1001"
"AE","SU","1001"
"MN","FR","1001"
"GZ","SY","1001"
"LH","CH","1000"
"US","MH","1000"
"BL","RS","1000"
"PA","TW","1000"
"BX","NZ","999"
"MY","IT","999"
"RS","EC","998"
"AF","BU","998"
"EI","NO","996"
"MP","SF","996"
"CU","EZ","996"
"TS","QA","996"
"ZI","EG","996"
"RS","MU","995"
"NL","BU","994"
"SP","EC","994"
"DR","VE","993"
"NU","IR","993"
"BO","EZ","993"
"VE","HA","993"
"AE","BR","992"
"MK","IT","992"
"RS","HK","991"
"ZI","CG","991"
"IR","RO","991"
"NU","CO","991"
"GZ","JO","990"
"SZ","SN","990"
"CU","AS","990"
"SY","BR","990"
"MO","BE","990"
"CU","GT","990"
"SP","BL","989"
"KE","NL","989"
"KU","CA","989"
"EG","RO","989"
"TH","SW","989"
"GG","GM","989"
"MH","US","988"
"UZ","UK","988"
"WI","AG","988"
"LY","IN","987"
"CH","BL","987"
"HU","IR","987"
"JA","BU","986"
"ID","QA","986"
"LO","IT","986"
"UK","RQ","985"
"NL","RO","985"
"SW","TH","985"
"TS","KU","984"
"KS","BM","984"
"WE","SA","983"
"SF","LI","983"
"RS","LU","983"
"AF","CU","982"
"MO","LE","981"
"SO","NI","981"
"IC","CA","980"
"FJ","ID","980"
"JA","SU","980"
"IN","BX","980"
"HU","CA","979"
"GH","TU","979"
"RS","CI","979"
"YM","TS","979"
"MD","BU","979"
"UP","SP","979"
"TU","MD","978"
"CU","HO","978"
"IN","FJ","978"
"UK","MP","977"
"GH","SY","977"
"NG","BN","977"
"RO","EG","977"
"KU","AG","977"
"TT","US","977"
"RO","AM","976"
"CU","AF","976"
"MZ","UK","976"
"BX","IN","975"
"CA","KU","974"
"LH","EZ","974"
"IT","BO","974"
"MX","IR","974"
"BK","FR","972"
"CU","IZ","971"
"AE","KE","971"
"AE","CE","971"
"IZ","EI","970"
"CU","TD","970"
"GR","EZ","970"
"ES","PM","969"
"KN","EG","969"
"GT","CO","969"
"PA","VE","969"
"SZ","JO","968"
"RW","NI","968"
"KE","CT","967"
"EZ","GR","967"
"CO","GT","967"
"CA","QA","966"
"BD","CA","966"
"SP","MR","966"
"MD","TU","965"
"NO","PL","964"
"CT","KE","964"
"IR","SN","963"
"GZ","TU","963"
"UK","MZ","963"
"ZA","NI","963"
"BN","NG","962"
"NI","IZ","961"
"TI","FR","961"
"TD","CU","961"
"AR","JA","961"
"VM","PL","961"
"CO","IT","961"
"SU","AF","960"
"GH","UG","960"
"GG","FR","960"
"PK","SU","960"
"BU","JA","960"
"EG","SW","959"
"JA","BA","959"
"IR","SG","959"
"BL","SP","958"
"UK","BX","958"
"LG","AM","958"
"MU","RS","958"
"BB","TD","958"
"LA","IN","957"
"TD","SP","957"
"IN","JO","956"
"JO","IN","956"
"BU","NL","955"
"SO","RS","952"
"NI","ZA","952"
"EG","UP","952"
"VM","PK","951"
"MP","UK","951"
"VE","IT","951"
"GV","ML","951"
"FR","LO","951"
"IT","CO","951"
"IZ","NI","950"
"AE","SP","949"
"EG","KN","949"
"RS","MT","948"
"PK","PL","948"
"US","MR","948"
"SN","SZ","948"
"MX","HA","948"
"BF","UK","948"
"BE","JO","947"
"GR","PK","947"
"RS","MJ","947"
"CE","AE","946"
"BE","CU","945"
"LA","KS","944"
"CA","BD","944"
"JM","BF","944"
"PL","VM","944"
"AF","UP","943"
"IS","BG","943"
"LO","CH","943"
"VM","CI","942"
"LU","TU","942"
"BR","LE","941"
"JA","YM","941"
"WE","LE","941"
"BC","CH","941"
"ID","SZ","940"
"ID","NO","939"
"YM","SF","939"
"ET","IN","938"
"FI","GR","938"
"SF","MP","938"
"PM","ES","938"
"ZI","GM","938"
"FR","GG","937"
"KU","TS","937"
"CA","HK","937"
"MJ","RS","937"
"IT","AO","936"
"US","UV","936"
"LI","SF","936"
"UK","JE","936"
"SZ","MY","936"
"JA","AR","936"
"BE","LO","935"
"NZ","NL","935"
"JA","FJ","935"
"SP","TD","934"
"SU","AE","934"
"TP","","933"
"EZ","JA","933"
"DA","GL","933"
"EZ","NL","933"
"IT","VE","933"
"SY","GZ","933"
"AU","IN","933"
"AU","BO","932"
"JA","AM","932"
"TU","PO","932"
"ET","CA","932"
"UK","ML","931"
"CU","BE","931"
"GM","RW","930"
"GL","DA","930"
"GM","BA","930"
"PE","PM","930"
"KN","GQ","929"
"UP","AF","929"
"LH","RO","928"
"PP","CH","928"
"ML","UK","928"
"SW","SA","928"
"IT","NZ","927"
"FP","FR","927"
"MX","EI","927"
"FR","FP","926"
"SW","EG","926"
"BX","UK","926"
"GR","FI","926"
"NI","YM","926"
"LE","EI","925"
"EZ","LH","925"
"PM","PE","925"
"PS","US","924"
"BF","JM","923"
"US","MA","923"
"EI","IZ","923"
"KS","PE","923"
"SZ","SU","922"
"LE","BR","921"
"SF","ML","921"
"CA","IC","921"
"SW","PK","921"
"HA","VE","921"
"TO","SL","921"
"MT","RS","921"
"GM","ZI","920"
"BE","GG","920"
"UP","FI","919"
"AU","MK","919"
"IN","AU","919"
"CO","NU","919"
"NL","FI","918"
"BE","TH","918"
"ZA","ET","918"
"LO","FR","918"
"AG","KU","917"
"EI","LE","917"
"PL","NO","917"
"AM","RO","917"
"IR","MX","917"
"JA","ZI","915"
"SA","WE","915"
"PK","SW","915"
"PL","IN","915"
"AS","AU","914"
"EZ","LG","914"
"YM","NI","914"
"LE","MO","914"
"KN","CB","914"
"IZ","NO","914"
"IS","NP","914"
"CH","PP","913"
"UG","CA","913"
"TH","SZ","913"
"CY","SP","913"
"TZ","IN","913"
"SG","MO","913"
"PO","IS","912"
"CI","IT","912"
"SU","PK","912"
"FI","IT","912"
"EI","EZ","912"
"CH","LO","912"
"MZ","WZ","911"
"VE","DR","911"
"BR","EI","911"
"AU","AS","910"
"BM","KS","910"
"GT","TW","910"
"ID","JO","910"
"FM","CH","909"
"FJ","IN","909"
"NZ","IT","909"
"SZ","KZ","909"
"UV","SG","908"
"EG","AM","908"
"NI","RW","907"
"SG","UV","906"
"KZ","KS","906"
"MO","BA","906"
"IZ","CU","906"
"JA","GR","906"
"RO","NL","906"
"CO","ES","906"
"SL","TO","905"
"RS","KE","905"
"IS","HR","905"
"LG","EZ","904"
"FM","GH","903"
"CG","ZA","902"
"HA","MX","902"
"MA","US","901"
"BG","AE","900"
"GH","ML","900"
"SV","","900"
"CH","BC","900"
"TD","BB","900"
"EK","NI","900"
"GY","UK","900"
"MY","SZ","900"
"MR","SP","899"
"JA","TI","899"
"KU","BG","899"
"FI","UP","899"
"SP","AE","899"
"EI","MX","899"
"CA","GT","898"
"MX","IZ","898"
"BR","NL","898"
"TV","","898"
"SO","DA","897"
"TH","BE","897"
"TU","LU","897"
"RW","GM","897"
"GH","TZ","897"
"ES","CO","897"
"KS","NI","897"
"TW","PA","896"
"UP","EG","896"
"NL","NZ","896"
"WZ","MZ","896"
"FI","NL","895"
"NP","CA","895"
"BO","IT","895"
"AF","SO","895"
"CY","JO","894"
"DA","LH","894"
"CO","AS","894"
"IR","EC","893"
"PM","SP","893"
"VC","US","892"
"QA","CA","892"
"BG","CB","892"
"SN","PK","892"
"JO","GZ","892"
"EI","DA","892"
"AE","BG","891"
"JA","EZ","891"
"IN","TZ","891"
"EZ","EI","889"
"KZ","SZ","888"
"KE","MZ","888"
"QA","KS","888"
"AM","LG","888"
"UK","GJ","887"
"ET","ZA","887"
"MT","BE","887"
"VE","PA","887"
"IT","FI","886"
"BE","MT","886"
"KT","AS","886"
"RQ","UK","886"
"TH","SA","886"
"MO","SG","886"
"OD","CH","886"
"ID","FJ","886"
"SW","BO","886"
"IR","GH","886"
"GH","FM","885"
"PK","GR","884"
"QA","SO","884"
"NL","BR","883"
"IR","HU","883"
"ID","SW","883"
"LH","IS","882"
"PM","CA","882"
"GA","TW","882"
"BG","KU","882"
"KS","LA","882"
"CA","PM","882"
"EI","BR","882"
"UG","GH","882"
"GB","CH","881"
"CH","LH","881"
"GH","IR","881"
"MZ","KE","881"
"FR","BM","881"
"UG","GM","881"
"DA","EN","880"
"HU","SI","880"
"QA","VE","880"
"VE","IZ","879"
"SF","KS","879"
"PE","GM","879"
"GM","KG","878"
"MY","NI","878"
"GQ","KN","878"
"GM","PE","878"
"KS","SY","878"
"GT","PM","877"
"RP","BR","877"
"","SC","877"
"HK","CA","876"
"JO","SZ","876"
"IZ","VE","876"
"IT","UG","875"
"DA","EI","875"
"QA","ID","875"
"SP","PM","875"
"NP","IS","875"
"HR","IS","874"
"FR","MU","874"
"EI","AE","874"
"IN","LA","873"
"IN","ET","872"
"UK","OD","872"
"BE","MD","872"
"KS","KZ","871"
"PK","SN","871"
"CB","BG","870"
"EN","CH","870"
"GR","JA","869"
"BM","FR","869"
"SI","HU","869"
"SW","ID","869"
"BR","RP","869"
"HU","IZ","868"
"RP","GQ","868"
"KS","NL","867"
"UP","VM","867"
"ZA","CG","866"
"EZ","SY","866"
"SU","NO","866"
"BB","GY","866"
"CA","ZI","866"
"VE","HO","866"
"ML","SF","866"
"JO","BE","866"
"CH","FM","866"
"IT","OS","866"
"AO","IT","866"
"MB","","866"
"SF","YM","865"
"PK","CU","865"
"LA","SN","865"
"PE","KS","865"
"UK","GY","864"
"AF","RO","864"
"BY","SU","864"
"IT","KZ","864"
"CA","NP","864"
"GM","BK","863"
"VM","EG","863"
"ET","AG","863"
"AE","ID","863"
"IZ","BG","862"
"IR","GZ","862"
"BO","AU","862"
"ID","AE","862"
"GT","CA","862"
"NI","QA","862"
"SG","IV","862"
"MP","CH","861"
"TS","MR","861"
"GJ","UK","860"
"NL","KS","860"
"FI","IN","860"
"FI","SP","860"
"CU","PK","860"
"CY","IZ","859"
"IS","LH","859"
"CH","GB","858"
"GQ","RP","858"
"SY","KS","857"
"BA","JA","857"
"ZI","JA","857"
"PL","SY","857"
"GH","IN","857"
"TZ","GH","857"
"LO","BE","856"
"NO","SF","856"
"SP","TS","856"
"AS","TN","855"
"PM","GT","855"
"LY","GH","855"
"KE","RS","855"
"CT","CF","855"
"CO","KS","855"
"VE","LY","854"
"IS","BO","854"
"IS","KZ","854"
"FR","NP","854"
"AU","EI","853"
"BN","FR","853"
"SP","KS","853"
"AS","LA","853"
"EN","FR","852"
"TS","SP","852"
"BE","LG","852"
"GT","SP","852"
"LE","WE","851"
"CH","MP","851"
"EN","DA","851"
"SP","CY","851"
"LO","RO","851"
"BO","SY","851"
"AS","SU","850"
"TU","GZ","850"
"CA","TD","849"
"LY","BG","849"
"SA","TH","848"
"EG","AJ","848"
"TI","SY","848"
"AS","CO","848"
"RO","LH","847"
"IZ","CY","847"
"EC","PA","846"
"TI","JA","845"
"NL","EZ","845"
"KS","SF","844"
"AS","KT","844"
"KS","CO","844"
"AG","ET","844"
"SU","BY","844"
"UK","WA","844"
"CH","EN","844"
"FI","JA","843"
"IN","PL","843"
"CA","PO","842"
"GA","LI","842"
"VM","AG","842"
"SP","MT","842"
"LI","GA","842"
"GY","BB","842"
"MR","IS","841"
"UK","TI","841"
"KZ","IS","841"
"UG","IT","841"
"NL","SA","840"
"SN","ZI","840"
"UP","PK","840"
"GM","MU","840"
"MT","SP","839"
"MZ","IT","839"
"MY","BA","839"
"RO","AF","839"
"HO","PM","839"
"FJ","JA","838"
"LH","DA","838"
"HK","KS","838"
"IN","FI","837"
"AR","AM","837"
"IN","GH","837"
"MR","US","837"
"KS","SP","837"
"UP","HR","836"
"DJ","IR","835"
"AQ","US","834"
"AJ","EG","834"
"FR","BN","834"
"CJ","US","834"
"CU","TU","834"
"BU","CY","834"
"TH","BA","834"
"KN","LY","833"
"WA","MZ","833"
"AU","PO","832"
"US","MJ","832"
"SO","QA","831"
"NU","TW","831"
"BN","UV","831"
"KG","GM","830"
"US","PS","830"
"MR","TS","830"
"BG","LY","830"
"IS","PO","829"
"MU","FR","829"
"BG","IZ","828"
"BG","EG","828"
"TD","CA","828"
"LH","FI","827"
"FR","EN","827"
"FI","HU","826"
"SU","JA","826"
"JO","CY","826"
"AO","PU","826"
"PM","BR","826"
"US","VC","826"
"SY","TI","826"
"BC","KE","826"
"SN","LA","826"
"QA","NI","826"
"JA","HU","826"
"IR","DJ","825"
"IV","SG","825"
"CF","CT","824"
"VE","QA","824"
"KE","PK","824"
"UP","MK","824"
"CA","ML","824"
"CS","SP","823"
"KS","CI","823"
"KS","BX","823"
"JO","ID","823"
"TW","GT","822"
"TW","GA","822"
"FI","IS","822"
"DA","SZ","822"
"EG","BG","821"
"NL","SU","821"
"MY","AF","821"
"AE","EI","821"
"KE","SA","821"
"IC","FI","820"
"BA","MY","820"
"BO","IS","820"
"RQ","DR","820"
"DA","SO","819"
"HR","UP","819"
"PM","HO","819"
"VM","UP","819"
"IZ","MX","818"
"FI","LH","818"
"TD","CH","818"
"MU","TU","818"
"BR","SA","817"
"SY","BO","817"
"KE","MI","817"
"CA","UG","817"
"US","CJ","817"
"SO","AF","817"
"BR","NZ","816"
"FI","IC","816"
"CU","AG","816"
"OS","RO","815"
"TN","AS","815"
"MY","HK","814"
"GH","LY","814"
"RP","SF","813"
"KN","IN","813"
"EG","EZ","813"
"SF","NO","813"
"PK","UP","813"
"IZ","HU","812"
"IS","FI","812"
"CB","KN","812"
"EG","VM","812"
"BA","MO","811"
"CH","TD","811"
"MT","TU","811"
"GM","TI","811"
"WE","IZ","811"
"ML","GH","810"
"UY","BL","810"
"NI","EK","810"
"WA","UK","810"
"SE","IN","809"
"GG","BE","809"
"BU","LO","809"
"CH","MI","809"
"NI","RP","809"
"OS","IT","809"
"SU","TS","809"
"NZ","BR","809"
"PK","KE","808"
"TS","BA","808"
"SN","TU","808"
"GH","ZI","807"
"IN","KN","807"
"EI","NI","806"
"UK","CM","806"
"MO","SU","806"
"IT","MZ","805"
"BR","PM","805"
"CI","KS","805"
"VT","CH","805"
"HK","ID","804"
"RO","LO","804"
"TU","MU","804"
"UG","IN","804"
"CD","BN","804"
"PU","AO","804"
"AM","EG","803"
"SF","MO","803"
"RO","OS","803"
"BX","KS","802"
"SA","KE","802"
"MK","UP","800"
"RO","SY","800"
"NP","GM","800"
"BN","CD","800"
"TU","CU","799"
"NZ","IR","799"
"QA","BG","799"
"SY","EZ","799"
"FR","BY","799"
"DA","SF","798"
"EG","CD","798"
"CH","HA","798"
"FR","PM","797"
"JA","FI","797"
"GA","CH","797"
"CG","BY","797"
"ES","TW","796"
"IN","UG","796"
"TS","SU","796"
"LG","FR","796"
"EI","AU","796"
"NO","CU","795"
"SP","VM","795"
"NL","RB","795"
"NP","FR","795"
"LO","BU","795"
"UG","ER","795"
"NI","MY","795"
"UP","TI","795"
"SZ","TW","794"
"BK","GM","794"
"CM","UK","794"
"BY","CG","792"
"LE","SU","792"
"SF","SN","792"
"FR","LG","792"
"EG","RP","792"
"SP","FI","791"
"SZ","CU","791"
"NZ","TW","791"
"US","AQ","791"
"SW","BG","791"
"CH","GA","791"
"PO","MO","790"
"CY","BU","790"
"UV","US","790"
"EG","HR","790"
"HO","VE","790"
"MZ","WA","789"
"IT","KN","789"
"SP","GT","789"
"UV","BN","789"
"CM","BN","788"
"IS","CI","788"
"RP","BA","788"
"CU","NO","788"
"IS","GT","788"
"IN","MG","787"
"MO","PO","787"
"KS","HK","786"
"SN","SF","786"
"TU","MT","786"
"CF","SU","786"
"GR","JO","786"
"CI","IS","786"
"MO","KU","785"
"CA","BM","785"
"RS","CQ","785"
"GT","IS","785"
"HK","MY","785"
"EG","PL","784"
"TZ","SO","784"
"PO","CA","784"
"MO","NL","784"
"WA","CU","784"
"SF","SE","784"
"SL","IV","784"
"FR","LI","783"
"MK","TW","783"
"ER","UG","783"
"BL","UY","782"
"KG","UP","782"
"PA","EC","781"
"LG","BE","781"
"MK","AU","781"
"CA","TS","780"
"YM","JA","780"
"TN","WS","780"
"MT","CY","780"
"UZ","IN","780"
"SU","LE","780"
"TW","NZ","780"
"TU","SN","780"
"TI","UK","779"
"GH","NL","779"
"RP","EG","778"
"DA","LG","778"
"GG","IR","778"
"KZ","IT","778"
"AF","MY","777"
"SA","SW","777"
"NZ","SY","777"
"HU","FI","777"
"DR","MX","776"
"PO","AU","776"
"GA","GV","776"
"LY","KU","776"
"SZ","DA","775"
"NI","KS","775"
"MJ","US","775"
"UP","CU","775"
"BO","UZ","775"
"HU","JA","774"
"RS","BM","774"
"BY","FR","774"
"NZ","BP","774"
"UP","KG","774"
"TW","ES","774"
"LI","SG","773"
"KU","LY","773"
"FR","FJ","773"
"AS","MT","772"
"NL","RW","771"
"PE","VM","771"
"GM","NP","771"
"MT","AS","770"
"IT","YM","770"
"HK","MC","770"
"BO","SW","770"
"CU","WA","770"
"BA","RP","769"
"SW","KS","769"
"CD","CH","769"
"DJ","UG","769"
"SF","DA","768"
"UK","CJ","768"
"MR","EG","768"
"MX","DR","768"
"MG","IN","767"
"CU","UP","767"
"IV","SL","767"
"MI","CH","767"
"CU","SZ","767"
"AS","HR","766"
"BE","SO","765"
"JA","RO","765"
"HO","TW","765"
"CG","ZI","765"
"LU","CH","765"
"LA","AS","765"
"NZ","CW","764"
"AG","CU","764"
"SE","SF","764"
"BN","CM","764"
"BE","EN","763"
"BG","QA","763"
"KE","BC","763"
"HA","CH","763"
"RO","JA","762"
"SO","OD","762"
"EG","TZ","761"
"GM","SI","761"
"LI","FR","761"
"HU","AM","761"
"QA","AJ","761"
"MI","KE","760"
"SA","KZ","760"
"LY","KE","760"
"ZI","CA","759"
"QA","SF","759"
"IT","SN","759"
"NL","GH","759"
"AE","AJ","758"
"GY","JM","758"
"SG","LI","757"
"TW","NU","757"
"KS","PL","756"
"SU","AS","756"
"PL","EG","756"
"SZ","RO","756"
"SG","CD","756"
"BC","TZ","755"
"MX","JM","755"
"CY","MT","755"
"SP","DR","755"
"KE","LY","754"
"CI","SN","754"
"GP","","754"
"ZI","GH","753"
"","LS","753"
"MU","GM","753"
"DR","RQ","753"
"PO","AS","752"
"VM","TU","752"
"SF","RP","752"
"EI","VM","751"
"MY","MX","751"
"UG","DJ","751"
"TI","UP","751"
"FJ","KR","751"
"SF","EZ","751"
"MY","JO","751"
"QA","CE","750"
"ML","CA","750"
"SN","MX","750"
"US","BN","750"
"RP","AF","749"
"SN","IT","749"
"IR","GG","749"
"SP","AO","749"
"AU","NO","749"
"JM","GY","749"
"MO","ML","749"
"WS","TN","748"
"AY","US","747"
"","SV","747"
"CH","LU","747"
"UZ","BO","747"
"FJ","FR","747"
"CW","NZ","747"
"QA","NP","747"
"CO","RP","747"
"SP","SO","747"
"SA","BR","747"
"JM","MX","746"
"EC","IR","746"
"JO","GR","746"
"GM","AO","746"
"AF","RP","746"
"LY","VE","746"
"GA","SL","746"
"EZ","EG","746"
"MX","SN","746"
"SY","PL","745"
"SN","EG","745"
"PL","KZ","745"
"AJ","AE","745"
"MD","BE","745"
"GT","BR","744"
"BE","KS","744"
"MO","SF","744"
"CJ","UK","744"
"TZ","EG","744"
"PM","FR","743"
"LA","KN","743"
"CH","VT","743"
"NL","AE","743"
"GZ","IR","743"
"MX","SY","743"
"NL","HU","742"
"LH","BU","742"
"LU","EI","742"
"NP","QA","742"
"SP","CS","742"
"KU","MO","741"
"HU","EG","741"
"RO","RB","740"
"RP","BE","739"
"KN","IT","739"
"RS","YI","739"
"LG","BU","738"
"RB","NL","738"
"AR","PM","738"
"SO","TZ","737"
"CD","EG","737"
"KE","CF","737"
"RB","RO","737"
"HR","EG","737"
"BU","LH","737"
"ET","AO","737"
"EG","SN","736"
"AM","AR","736"
"BR","GT","736"
"HR","AS","736"
"OD","SO","735"
"FM","IR","735"
"GB","CT","735"
"JO","MY","735"
"FM","AM","735"
"TW","SZ","734"
"NI","EI","734"
"KZ","CA","734"
"SF","QA","734"
"AG","YM","734"
"AM","HU","734"
"IN","UZ","734"
"HR","YI","734"
"IN","GR","734"
"VM","BR","733"
"AM","JA","733"
"JA","PO","733"
"SO","BE","733"
"RP","NI","733"
"BN","US","733"
"UV","GV","733"
"DR","SP","732"
"GV","GA","732"
"IN","SE","732"
"UY","CU","732"
"AG","VM","732"
"GV","UV","732"
"BO","CU","732"
"FI","IZ","732"
"RO","SZ","731"
"CE","QA","731"
"DR","CA","731"
"WE","GM","730"
"IT","TW","730"
"KS","SW","730"
"SF","OD","729"
"SP","AM","729"
"ID","HK","728"
"BM","RS","728"
"BE","RP","728"
"CH","CF","727"
"NL","MO","727"
"NO","AU","727"
"NO","CO","726"
"NO","VM","726"
"MX","UY","725"
"TU","VM","725"
"SA","NL","724"
"BA","GM","724"
"YI","RS","724"
"CU","BO","724"
"MO","PK","723"
"TI","GM","723"
"ID","MX","723"
"SU","CF","723"
"EN","BE","723"
"","FG","722"
"MO","CA","722"
"EN","EZ","722"
"NL","HR","722"
"UK","GG","721"
"MZ","BR","721"
"JA","AG","720"
"NO","UP","720"
"CD","SG","720"
"AS","PO","720"
"BY","CF","720"
"","MB","720"
"BE","NI","720"
"SY","KG","719"
"DA","GR","719"
"TS","CA","719"
"KN","BX","719"
"HU","NL","718"
"PL","KS","718"
"AS","FI","718"
